Date;Time;Temp;Moisture;Baro;Current;X;Y;Z;Mircophone
06/04/2023;12:34:57; 22.70; 42.22;1016.13;734;2.00;5.00;-9.00;
06/04/2023;12:34:57; 22.70; 42.22;1016.13;716;0.00;10.00;-11.00;1018
06/04/2023;12:34:57; 22.70; 42.22;1016.13;748;0.00;-2.00;-12.00;1000
06/04/2023;12:34:57; 22.70; 42.22;1016.13;721;1.00;-1.00;-8.00;
06/04/2023;12:34:57; 22.70; 42.22;1016.13;741;1.00;8.00;-10.00;941
06/04/2023;12:34:57; 22.70; 42.22;1016.13;717;1.00;2.00;-14.00;959
06/04/2023;12:34:57; 22.70; 42.22;1016.13;743;0.00;-1.00;-11.00;
06/04/2023;12:34:57; 22.70; 42.22;1016.13;720;-1.00;5.00;-10.00;816
06/04/2023;12:34:57; 22.70; 42.22;1016.13;733;0.00;2.00;-13.00;
06/04/2023;12:34:57; 22.70; 42.22;1016.13;734;1.00;2.00;-11.00;759
06/04/2023;12:34:57; 22.70; 42.22;1016.13;712;1.00;8.00;-8.00;784
06/04/2023;12:34:57; 22.70; 42.22;1016.13;723;0.00;3.00;-11.00;
06/04/2023;12:34:57; 22.70; 42.22;1016.13;701;2.00;-3.00;-12.00;664
06/04/2023;12:34:57; 22.70; 42.22;1016.13;725;1.00;7.00;-9.00;696
06/04/2023;12:34:57; 22.70; 42.22;1016.13;701;-1.00;10.00;-11.00;
06/04/2023;12:34:57; 22.70; 42.22;1016.13;734;0.00;-1.00;-12.00;887
06/04/2023;12:34:57; 22.70; 42.22;1016.13;712;1.00;2.00;-8.00;715
06/04/2023;12:34:57; 22.70; 42.22;1016.13;727;0.00;9.00;-10.00;
06/04/2023;12:34:57; 22.70; 42.22;1016.13;707;0.00;2.00;-13.00;1058
06/04/2023;12:34:57; 22.70; 42.22;1016.13;730;0.00;1.00;-9.00;969
06/04/2023;12:34:57; 22.70; 42.22;1016.13;707;-1.00;8.00;-10.00;
06/04/2023;12:34:57; 22.70; 42.22;1016.13;737;-1.00;5.00;-15.00;837
06/04/2023;12:34:57; 22.70; 42.22;1016.13;716;1.00;2.00;-12.00;
06/04/2023;12:34:57; 22.70; 42.22;1016.13;732;-1.00;8.00;-9.00;1065
06/04/2023;12:34:57; 22.70; 42.22;1016.13;710;-1.00;5.00;-13.00;937
06/04/2023;12:34:57; 22.70; 42.22;1016.13;733;1.00;0.00;-12.00;
06/04/2023;12:34:57; 22.70; 42.22;1016.13;717;0.00;9.00;-9.00;962
06/04/2023;12:34:57; 22.70; 42.22;1016.13;735;-2.00;6.00;-12.00;767
06/04/2023;12:34:57; 22.70; 42.22;1016.13;714;1.00;2.00;-9.00;
06/04/2023;12:34:57; 22.70; 42.22;1016.13;729;0.00;10.00;-10.00;745
06/04/2023;12:34:57; 22.70; 42.22;1016.13;721;1.00;0.00;-12.00;881
06/04/2023;12:34:57; 22.70; 42.22;1016.13;723;1.00;0.00;-9.00;
06/04/2023;12:34:57; 22.70; 42.22;1016.13;738;0.00;8.00;-10.00;729
06/04/2023;12:34:57; 22.70; 42.22;1016.13;729;1.00;3.00;-13.00;1025
06/04/2023;12:34:57; 22.70; 42.22;1016.13;752;2.00;1.00;-9.00;
06/04/2023;12:34:57; 22.70; 42.22;1016.13;726;1.00;7.00;-8.00;860
06/04/2023;12:34:57; 22.70; 42.22;1016.13;753;1.00;3.00;-13.00;794
06/04/2023;12:34:57; 22.70; 42.22;1016.13;728;1.00;1.00;-11.00;
06/04/2023;12:34:57; 22.70; 42.22;1016.13;743;1.00;12.00;-9.00;884
06/04/2023;12:34:57; 22.70; 42.22;1016.13;723;0.00;6.00;-12.00;841
06/04/2023;12:34:57; 22.70; 42.22;1016.13;736;1.00;-6.00;-12.00;
06/04/2023;12:34:57; 22.70; 42.22;1016.13;714;1.00;4.00;-9.00;882
06/04/2023;12:34:57; 22.70; 42.22;1016.13;747;0.00;10.00;-12.00;1176
06/04/2023;12:34:57; 22.70; 42.22;1016.13;722;1.00;2.00;-9.00;793
06/04/2023;12:34:57; 22.70; 42.22;1016.13;737;0.00;10.00;-11.00;
06/04/2023;12:34:57; 22.70; 42.22;1016.13;713;0.00;3.00;-14.00;847
06/04/2023;12:34:57; 22.70; 42.22;1016.13;738;1.00;1.00;-10.00;482
06/04/2023;12:34:57; 22.70; 42.22;1016.13;713;0.00;7.00;-10.00;
06/04/2023;12:34:58; 22.70; 42.22;1016.13;736;1.00;2.00;-14.00;846
06/04/2023;12:34:58; 22.70; 42.22;1016.13;714;2.00;1.00;-11.00;719
06/04/2023;12:34:58; 22.70; 42.22;1016.13;732;0.00;10.00;-8.00;
06/04/2023;12:34:58; 22.70; 42.22;1016.13;712;-1.00;5.00;-12.00;754
06/04/2023;12:34:58; 22.70; 42.22;1016.13;733;0.00;-2.00;-11.00;638
06/04/2023;12:34:58; 22.70; 42.22;1016.13;730;1.00;8.00;-8.00;
06/04/2023;12:34:58; 22.70; 42.22;1016.13;725;-1.00;-3.00;-12.00;1018
06/04/2023;12:34:58; 22.70; 42.22;1016.13;738;0.00;0.00;-8.00;734
06/04/2023;12:34:58; 22.70; 42.22;1016.13;715;0.00;9.00;-11.00;
06/04/2023;12:34:58; 22.70; 42.22;1016.13;761;1.00;3.00;-14.00;968
06/04/2023;12:34:58; 22.70; 42.22;1016.13;734;1.00;2.00;-10.00;737
06/04/2023;12:34:58; 22.70; 42.22;1016.13;731;0.00;7.00;-10.00;1014
06/04/2023;12:34:58; 22.70; 42.22;1016.13;711;0.00;2.00;-14.00;
06/04/2023;12:34:58; 22.70; 42.22;1016.13;728;1.00;3.00;-11.00;633
06/04/2023;12:34:58; 22.70; 42.22;1016.13;707;-1.00;10.00;-9.00;892
06/04/2023;12:34:58; 22.70; 42.22;1016.13;734;1.00;-2.00;-12.00;
06/04/2023;12:34:58; 22.70; 42.22;1016.13;713;2.00;7.00;-10.00;703
06/04/2023;12:34:58; 22.70; 42.22;1016.13;731;0.00;7.00;-12.00;931
06/04/2023;12:34:58; 22.70; 42.22;1016.13;747;1.00;-4.00;-11.00;771
06/04/2023;12:34:58; 22.70; 42.22;1016.13;728;1.00;3.00;-9.00;
06/04/2023;12:34:58; 22.70; 42.22;1016.13;745;1.00;9.00;-12.00;1236
06/04/2023;12:34:58; 22.70; 42.22;1016.13;721;2.00;1.00;-13.00;824
06/04/2023;12:34:58; 22.70; 42.22;1016.13;731;1.00;1.00;-9.00;
06/04/2023;12:34:58; 22.70; 42.22;1016.13;708;1.00;1.00;-14.00;741
06/04/2023;12:34:58; 22.70; 42.22;1016.13;733;1.00;2.00;-10.00;657
06/04/2023;12:34:58; 22.70; 42.22;1016.13;710;-1.00;8.00;-8.00;798
06/04/2023;12:34:58; 22.70; 42.22;1016.13;732;-1.00;0.00;-11.00;
06/04/2023;12:34:58; 22.70; 42.22;1016.13;710;1.00;0.00;-10.00;687
06/04/2023;12:34:58; 22.70; 42.22;1016.13;718;1.00;12.00;-8.00;874
06/04/2023;12:34:58; 22.70; 42.22;1016.13;748;1.00;-3.00;-12.00;
06/04/2023;12:34:58; 22.70; 42.22;1016.13;726;1.00;5.00;-10.00;906
06/04/2023;12:34:58; 22.70; 42.22;1016.13;747;0.00;9.00;-13.00;1101
06/04/2023;12:34:58; 22.70; 42.22;1016.13;720;0.00;-1.00;-14.00;990
06/04/2023;12:34:58; 22.70; 42.22;1016.13;730;1.00;1.00;-10.00;
06/04/2023;12:34:58; 22.70; 42.22;1016.13;706;0.00;7.00;-11.00;962
06/04/2023;12:34:58; 22.70; 42.22;1016.13;724;0.00;2.00;-14.00;953
06/04/2023;12:34:58; 22.70; 42.22;1016.13;748;-1.00;6.00;-9.00;821
06/04/2023;12:34:58; 22.70; 42.22;1016.13;721;0.00;0.00;-13.00;
06/04/2023;12:34:58; 22.70; 42.22;1016.13;752;2.00;1.00;-11.00;674
06/04/2023;12:34:58; 22.70; 42.22;1016.13;724;1.00;10.00;-9.00;723
06/04/2023;12:34:58; 22.70; 42.22;1016.13;742;0.00;2.00;-12.00;602
06/04/2023;12:34:58; 22.70; 42.22;1016.13;719;1.00;-5.00;-12.00;
06/04/2023;12:34:58; 22.70; 42.22;1016.13;722;0.00;11.00;-14.00;816
06/04/2023;12:34:58; 22.70; 42.22;1016.13;734;0.00;-1.00;-12.00;708
06/04/2023;12:34:58; 22.70; 42.22;1016.13;723;-1.00;1.00;-8.00;849
06/04/2023;12:34:58; 22.70; 42.22;1016.13;755;-1.00;7.00;-11.00;
06/04/2023;12:34:58; 22.70; 42.22;1016.13;728;0.00;1.00;-13.00;955
06/04/2023;12:34:58; 22.70; 42.22;1016.13;731;0.00;7.00;-8.00;918
06/04/2023;12:34:58; 22.70; 42.22;1016.13;706;1.00;0.00;-12.00;811
06/04/2023;12:34:58; 22.70; 42.22;1016.13;731;2.00;2.00;-10.00;
06/04/2023;12:34:58; 22.70; 42.22;1016.13;740;1.00;10.00;-9.00;733
06/04/2023;12:34:59; 22.70; 42.22;1016.12;741;2.00;3.00;-11.00;774
06/04/2023;12:34:59; 22.70; 42.22;1016.12;712;0.00;10.00;-10.00;1002
06/04/2023;12:34:59; 22.70; 42.22;1016.12;736;-1.00;0.00;-12.00;762
06/04/2023;12:34:59; 22.70; 42.22;1016.12;707;1.00;10.00;-9.00;
06/04/2023;12:34:59; 22.70; 42.22;1016.12;724;1.00;7.00;-12.00;745
06/04/2023;12:34:59; 22.70; 42.22;1016.12;754;1.00;-2.00;-11.00;568
06/04/2023;12:34:59; 22.70; 42.22;1016.12;726;0.00;5.00;-9.00;790
06/04/2023;12:34:59; 22.70; 42.22;1016.12;749;0.00;8.00;-13.00;
06/04/2023;12:34:59; 22.70; 42.22;1016.12;722;1.00;4.00;-9.00;623
06/04/2023;12:34:59; 22.70; 42.22;1016.12;724;0.00;6.00;-10.00;951
06/04/2023;12:34:59; 22.70; 42.22;1016.12;739;1.00;-1.00;-13.00;829
06/04/2023;12:34:59; 22.70; 42.22;1016.12;723;1.00;4.00;-10.00;
06/04/2023;12:34:59; 22.70; 42.22;1016.12;757;0.00;-2.00;-13.00;814
06/04/2023;12:34:59; 22.70; 42.22;1016.12;732;1.00;-2.00;-11.00;824
06/04/2023;12:34:59; 22.70; 42.22;1016.12;727;0.00;10.00;-11.00;908
06/04/2023;12:34:59; 22.70; 42.22;1016.12;701;0.00;5.00;-14.00;694
06/04/2023;12:34:59; 22.70; 42.22;1016.12;723;1.00;-3.00;-12.00;
06/04/2023;12:34:59; 22.70; 42.22;1016.12;747;1.00;7.00;-14.00;1048
06/04/2023;12:34:59; 22.70; 42.22;1016.12;720;1.00;0.00;-13.00;897
06/04/2023;12:34:59; 22.70; 42.22;1016.12;739;0.00;5.00;-8.00;779
06/04/2023;12:34:59; 22.70; 42.22;1016.12;711;0.00;6.00;-11.00;
06/04/2023;12:34:59; 22.70; 42.22;1016.12;729;1.00;5.00;-9.00;782
06/04/2023;12:34:59; 22.70; 42.22;1016.12;738;-1.00;7.00;-9.00;631
06/04/2023;12:34:59; 22.70; 42.22;1016.12;714;0.00;-3.00;-13.00;801
06/04/2023;12:34:59; 22.70; 42.22;1016.12;733;1.00;0.00;-10.00;824
06/04/2023;12:34:59; 22.70; 42.22;1016.12;733;-1.00;4.00;-13.00;
06/04/2023;12:34:59; 22.70; 42.22;1016.12;738;1.00;-3.00;-11.00;848
06/04/2023;12:34:59; 22.70; 42.22;1016.12;738;1.00;7.00;-10.00;712
06/04/2023;12:34:59; 22.70; 42.22;1016.12;709;-1.00;7.00;-14.00;1054
06/04/2023;12:34:59; 22.70; 42.22;1016.12;728;-1.00;2.00;-7.00;854
06/04/2023;12:34:59; 22.70; 42.22;1016.12;754;0.00;5.00;-12.00;
06/04/2023;12:34:59; 22.70; 42.22;1016.12;726;2.00;1.00;-15.00;1041
06/04/2023;12:34:59; 22.70; 42.22;1016.12;744;1.00;6.00;-10.00;896
06/04/2023;12:34:59; 22.70; 42.22;1016.12;721;1.00;-3.00;-14.00;949
06/04/2023;12:34:59; 22.70; 42.22;1016.12;731;2.00;3.00;-11.00;766
06/04/2023;12:34:59; 22.70; 42.22;1016.12;747;-1.00;11.00;-11.00;
06/04/2023;12:34:59; 22.70; 42.22;1016.12;717;-1.00;0.00;-13.00;1032
06/04/2023;12:34:59; 22.70; 42.22;1016.12;732;0.00;11.00;-11.00;917
06/04/2023;12:34:59; 22.70; 42.22;1016.12;709;0.00;8.00;-14.00;866
06/04/2023;12:34:59; 22.70; 42.22;1016.12;729;1.00;-2.00;-12.00;884
06/04/2023;12:34:59; 22.70; 42.22;1016.12;743;1.00;7.00;-13.00;
06/04/2023;12:34:59; 22.70; 42.22;1016.12;720;1.00;3.00;-14.00;880
06/04/2023;12:34:59; 22.70; 42.22;1016.12;726;0.00;6.00;-9.00;730
06/04/2023;12:34:59; 22.70; 42.22;1016.12;755;-1.00;5.00;-10.00;735
06/04/2023;12:34:59; 22.70; 42.22;1016.12;731;1.00;7.00;-10.00;716
06/04/2023;12:34:59; 22.70; 42.22;1016.12;738;0.00;11.00;-11.00;
06/04/2023;12:34:59; 22.70; 42.22;1016.12;708;1.00;-2.00;-13.00;860
06/04/2023;12:34:59; 22.70; 42.22;1016.12;724;1.00;11.00;-11.00;802
06/04/2023;12:34:59; 22.70; 42.22;1016.12;741;0.00;5.00;-14.00;957
06/04/2023;12:34:59; 22.70; 42.22;1016.12;715;1.00;-4.00;-11.00;891
06/04/2023;12:34:59; 22.70; 42.22;1016.12;731;0.00;7.00;-14.00;1172
06/04/2023;12:34:59; 22.70; 42.22;1016.12;748;0.00;2.00;-14.00;
06/04/2023;12:34:59; 22.70; 42.22;1016.12;725;-1.00;6.00;-11.00;701
06/04/2023;12:34:59; 22.70; 42.22;1016.12;732;-1.00;5.00;-13.00;885
06/04/2023;12:34:59; 22.70; 42.22;1016.12;724;1.00;8.00;-9.00;562
06/04/2023;12:34:59; 22.70; 42.22;1016.12;710;-1.00;9.00;-10.00;859
06/04/2023;12:34:59; 22.70; 42.22;1016.12;748;0.00;-5.00;-13.00;
06/04/2023;12:34:59; 22.70; 42.22;1016.12;721;0.00;13.00;-11.00;552
06/04/2023;12:34:59; 22.70; 42.22;1016.12;739;0.00;4.00;-14.00;1036
06/04/2023;12:34:59; 22.70; 42.22;1016.12;740;1.00;-4.00;-10.00;751
06/04/2023;12:34:59; 22.70; 42.22;1016.12;714;1.00;6.00;-13.00;953
06/04/2023;12:34:59; 22.70; 42.22;1016.12;730;0.00;0.00;-13.00;533
06/04/2023;12:34:59; 22.70; 42.22;1016.12;747;0.00;3.00;-9.00;
06/04/2023;12:34:59; 22.70; 42.22;1016.12;725;1.00;1.00;-12.00;866
06/04/2023;12:34:59; 22.70; 42.22;1016.12;745;1.00;9.00;-9.00;597
06/04/2023;12:34:59; 22.70; 42.22;1016.12;747;-1.00;9.00;-10.00;949
06/04/2023;12:34:59; 22.70; 42.22;1016.12;722;2.00;1.00;-9.00;676
06/04/2023;12:34:59; 22.70; 42.22;1016.12;718;-1.00;10.00;-12.00;765
06/04/2023;12:34:59; 22.70; 42.22;1016.12;741;-1.00;0.00;-15.00;659
06/04/2023;12:35:00; 22.70; 42.22;1016.12;725;1.00;9.00;-9.00;
06/04/2023;12:35:00; 22.70; 42.22;1016.12;746;0.00;7.00;-13.00;896
06/04/2023;12:35:00; 22.70; 42.22;1016.12;718;1.00;-1.00;-11.00;729
06/04/2023;12:35:00; 22.70; 42.22;1016.12;719;0.00;4.00;-12.00;1045
06/04/2023;12:35:00; 22.70; 42.22;1016.12;736;1.00;1.00;-13.00;903
06/04/2023;12:35:00; 22.70; 42.22;1016.12;706;1.00;7.00;-8.00;925
06/04/2023;12:35:00; 22.70; 42.22;1016.12;723;1.00;-2.00;-12.00;799
06/04/2023;12:35:00; 22.70; 42.22;1016.12;739;2.00;6.00;-10.00;
06/04/2023;12:35:00; 22.70; 42.22;1016.12;711;0.00;-2.00;-13.00;787
06/04/2023;12:35:00; 22.70; 42.22;1016.12;725;0.00;-2.00;-9.00;689
06/04/2023;12:35:00; 22.70; 42.22;1016.12;734;-1.00;12.00;-10.00;771
06/04/2023;12:35:00; 22.70; 42.22;1016.12;708;1.00;0.00;-11.00;594
06/04/2023;12:35:00; 22.70; 42.22;1016.12;730;1.00;5.00;-8.00;854
06/04/2023;12:35:00; 22.70; 42.22;1016.12;750;1.00;4.00;-12.00;693
06/04/2023;12:35:00; 22.70; 42.22;1016.12;722;0.00;7.00;-10.00;
06/04/2023;12:35:00; 22.70; 42.22;1016.12;713;0.00;4.00;-13.00;677
06/04/2023;12:35:00; 22.70; 42.22;1016.12;724;0.00;7.00;-9.00;770
06/04/2023;12:35:00; 22.70; 42.22;1016.12;696;-1.00;10.00;-10.00;843
06/04/2023;12:35:00; 22.70; 42.22;1016.12;735;0.00;-3.00;-13.00;929
06/04/2023;12:35:00; 22.70; 42.22;1016.12;750;1.00;11.00;-11.00;816
06/04/2023;12:35:00; 22.70; 42.22;1016.12;723;0.00;2.00;-13.00;1019
06/04/2023;12:35:00; 22.70; 42.22;1016.12;724;1.00;-4.00;-9.00;962
06/04/2023;12:35:00; 22.70; 42.22;1016.12;733;1.00;6.00;-13.00;
06/04/2023;12:35:00; 22.70; 42.22;1016.12;710;1.00;1.00;-11.00;1162
06/04/2023;12:35:00; 22.70; 42.22;1016.12;715;0.00;4.00;-12.00;884
06/04/2023;12:35:00; 22.70; 42.22;1016.12;747;1.00;0.00;-14.00;896
06/04/2023;12:35:00; 22.70; 42.22;1016.12;717;0.00;9.00;-10.00;703
06/04/2023;12:35:00; 22.70; 42.22;1016.12;715;0.00;-3.00;-12.00;793
06/04/2023;12:35:00; 22.70; 42.22;1016.12;730;1.00;2.00;-9.00;870
06/04/2023;12:35:00; 22.70; 42.22;1016.12;745;0.00;1.00;-13.00;915
06/04/2023;12:35:00; 22.70; 42.22;1016.12;724;1.00;-3.00;-9.00;1022
06/04/2023;12:35:00; 22.70; 42.22;1016.12;740;0.00;7.00;-13.00;
06/04/2023;12:35:00; 22.70; 42.22;1016.12;744;0.00;2.00;-10.00;868
06/04/2023;12:35:00; 22.70; 42.22;1016.12;713;-1.00;6.00;-8.00;754
06/04/2023;12:35:00; 22.70; 42.22;1016.12;732;2.00;-2.00;-12.00;851
06/04/2023;12:35:00; 22.70; 42.22;1016.12;749;1.00;7.00;-10.00;709
06/04/2023;12:35:00; 22.70; 42.22;1016.12;715;1.00;-3.00;-12.00;923
06/04/2023;12:35:00; 22.70; 42.22;1016.12;732;2.00;6.00;-9.00;694
06/04/2023;12:35:00; 22.70; 42.22;1016.12;730;0.00;12.00;-10.00;1231
06/04/2023;12:35:00; 22.70; 42.22;1016.12;701;0.00;-2.00;-9.00;913
06/04/2023;12:35:00; 22.70; 42.22;1016.12;722;-1.00;10.00;-11.00;
06/04/2023;12:35:00; 22.70; 42.22;1016.12;743;1.00;0.00;-11.00;910
06/04/2023;12:35:00; 22.70; 42.22;1016.12;715;0.00;7.00;-9.00;593
06/04/2023;12:35:00; 22.70; 42.22;1016.12;725;1.00;1.00;-12.00;964
06/04/2023;12:35:00; 22.70; 42.22;1016.12;722;0.00;6.00;-8.00;571
06/04/2023;12:35:00; 22.70; 42.22;1016.12;744;0.00;3.00;-11.00;765
06/04/2023;12:35:00; 22.70; 42.22;1016.12;715;1.00;7.00;-10.00;864
06/04/2023;12:35:00; 22.70; 42.22;1016.12;732;-1.00;12.00;-12.00;869
06/04/2023;12:35:00; 22.70; 42.22;1016.12;745;1.00;-3.00;-8.00;985
06/04/2023;12:35:00; 22.70; 42.22;1016.12;719;1.00;8.00;-10.00;957
06/04/2023;12:35:00; 22.70; 42.22;1016.12;716;1.00;0.00;-10.00;691
06/04/2023;12:35:00; 22.70; 42.22;1016.12;731;1.00;6.00;-9.00;
06/04/2023;12:35:00; 22.70; 42.22;1016.12;704;1.00;2.00;-11.00;843
06/04/2023;12:35:00; 22.70; 42.22;1016.12;718;0.00;8.00;-9.00;625
06/04/2023;12:35:00; 22.70; 42.22;1016.12;736;-1.00;2.00;-13.00;809
06/04/2023;12:35:00; 22.70; 42.22;1016.12;740;0.00;8.00;-9.00;597
06/04/2023;12:35:00; 22.70; 42.22;1016.12;709;-2.00;10.00;-11.00;956
06/04/2023;12:35:00; 22.70; 42.22;1016.12;723;2.00;1.00;-9.00;595
06/04/2023;12:35:00; 22.70; 42.22;1016.12;748;2.00;10.00;-11.00;1037
